Player;Pos;Squad;Min;Non-penalty Expected Goals;Non-penalty Expected Goals/Shot;Expected Assists;Shot-Created Actions;Completed Passes into Penalty Box;Passes Completed %;Key Passes;Successful Dribbles;Successful Dribbles %;Dispossessed;Successful Pressures
Nemanja Maksimović;CM;Getafe;2728;0.06;0.12;0.04;1.32;0.59;76.9;0.63;0.43;59.1;0.46;5.64
Nikola Maksimović;CB;Napoli;1207;0.03;0.07;0.01;0.6;0;93.8;0.22;0.3;100;0.22;2.91
Adilson Malanda;CM;Nîmes;19;0;0;0;0;0;66.7;0;0;0;5;0
Filip Malbašić;W;Cádiz;860;0.06;0.06;0;0.83;0.42;55.2;0.1;0.52;41.7;1.46;4.38
Kévin Malcuit;FB;Fiorentina;207;0.04;0.04;0.04;1.3;0.43;70.3;0.43;2.17;45.5;1.74;3.48
Kévin Malcuit;FB;Napoli;33;0;0;0;0;5;87.5;0;2.5;50;0;5
Daniel Maldini;AM;Milan;29;0.33;0.15;0;10;3.33;88.2;0;3.33;100;0;23.3
Ruslan Malinovskyi;AM;Atalanta;1876;0.27;0.08;0.47;6.06;2.69;74.6;3.61;2.55;63.1;2.93;5.34
Yunus Mallı;AM;Wolfsburg;58;0;0;0.17;3.33;1.67;84.6;3.33;0;0;5;0
Hugo Mallo;FB;Celta Vigo;2602;0.05;0.08;0.08;1.28;0.93;76.9;0.52;0.62;52.9;0.62;4.12
Mickael Malsa;CM;Levante;2338;0.06;0.06;0.02;1.12;0.35;85.8;0.42;0.77;71.4;1.19;5.15
Dennis Man;W;Parma;699;0.27;0.11;0.04;2.05;1.15;84.3;0.51;1.67;76.5;1.79;2.95
Hianga Mananga Mbock;CM;Brest;458;0.04;0.06;0;0.78;0.2;91.4;0.2;1.37;77.8;1.18;4.51
Vincent Manceau;FB;Angers;2309;0;0.02;0.05;1.09;0.97;80.8;0.54;0.31;61.5;0.19;3.85
Gianluca Mancini;CB;Roma;2852;0.08;0.09;0.03;0.91;0.41;88.1;0.22;0.38;80;0.22;4.83
Steve Mandanda;GK;Marseille;3330;0;0;0;0.05;0.03;71.1;0;0.08;100;0;0.05
Reinildo Mandava;FB;Lille;2180;0.01;0.04;0.05;1.4;1.12;80.5;0.62;0.99;64.9;0.87;4.92
Aïssa Mandi;CB;Betis;2392;0.09;0.25;0;0.3;0.08;92.1;0.11;0.08;66.7;0.04;2.26
Rolando Mandragora;CM;Udinese;398;0.18;0.09;0.05;1.59;1.36;79.4;0.91;0.68;100;1.82;3.64
Rolando Mandragora;CM;Torino;1525;0.12;0.08;0.04;2.25;0.53;81.5;0.83;0.59;62.5;0.36;5.38
Mario Mandžukić;FW;Milan;212;0.33;0.17;0.04;1.67;0;64.9;0.83;0;0;0.42;8.33
Sadio Mané;W;Liverpool;2810;0.49;0.17;0.18;3.97;2.15;75.4;1.83;2.69;59.2;2.63;5.06
Niccolò Manfredini;GK;Benevento;90;0;0;0;0;0;80.6;0;0;0;0;0
Eliaquim Mangala;CB;Valencia;321;0.14;0.26;0;0;0;69.5;0;0.28;100;0.56;2.22
Orel Mangala;CM;Stuttgart;2109;0.06;0.05;0.06;2.26;0.51;84.7;0.68;2.65;72.9;2.44;3.08
Thomas Mangani;CM;Angers;2691;0.03;0.05;0.1;2.21;0.74;81.7;1.34;0.4;63.2;0.6;5.75
Vito Mannone;GK;Monaco;810;0;0;0;0;0;70;0;0;0;0;0
Kostas Manolas;CB;Napoli;2298;0.03;0.1;0.02;0.71;0.16;93.5;0.2;0.08;100;0;2.43
Javier Manquillo;FB;Newcastle Utd;825;0;0.02;0.02;0.87;0.43;74;0.43;0.43;28.6;0.87;3.59
Juan Manuel Ramos;FB;Spezia;294;0;0.03;0.06;1.52;0.91;78.3;1.21;0.91;75;1.21;3.03
Myziane Maolida;FW;Nice;1077;0.23;0.15;0.14;2.67;1.33;75.1;1.25;2.08;51;2.33;3.42
Faitout Maouassa;FB;Rennes;1170;0.06;0.03;0.09;1.46;0.85;78.2;0.85;1.77;60.5;0.85;4
Sekou Mara;FW;Bordeaux;229;0.2;0.12;0.16;1.6;0.4;56.7;0.8;2;83.3;3.2;4.8
Maranhão;FW;Valladolid;1177;0.29;0.12;0.05;1.37;0;61.7;0.46;1.15;45.5;1.6;4.27
Fernando Marçal;FB;Wolves;623;0.01;0.03;0.03;0.58;0.29;82.7;0.58;1.01;77.8;1.16;2.9
Fernando Marçal;FB;Lyon;78;0;0;0;1.11;2.22;90.1;0;0;0;0;1.11
Marcelo;CB;Real Madrid;1050;0.03;0.04;0.1;3.25;2.14;81;1.37;1.37;66.7;0.77;4.1
Marcelo;CB;Lyon;2907;0.04;0.06;0.02;0.84;0.22;88.8;0.28;0.09;75;0.09;2.07
Solly March;W;Brighton;1672;0.09;0.08;0.09;2.8;1.83;69.8;1.45;1.88;64.8;1.4;3.82
Federico Marchetti;GK;Genoa;334;0;0;0;0.27;0;82.4;0;0;0;0;0
Riccardo Marchizza;FB;Spezia;1561;0.03;0.08;0.06;1.39;0.69;79.6;0.81;0.64;57.9;0.98;2.89
Gian Marco Ferrari;CB;Sassuolo;3014;0.05;0.07;0.03;1.04;0.42;92.7;0.39;0.15;45.5;0.39;2.36
Iván Marcone;CM;Elche;2645;0;0.04;0.02;0.78;0.2;86.7;0.41;0.51;78.9;0.48;4.18
Óscar de Marcos;FB;Athletic Club;1520;0.08;0.21;0.11;1.18;0.89;76.3;0.71;0.41;53.8;0.36;3.14
Dario Maresic;CB;Reims;514;0;0;0;0.35;0;84;0.18;0;0;0.18;2.11
José Mari;CM;Cádiz;1451;0.02;0.02;0.02;0.81;0.19;71;0.43;1.3;65.6;0.5;5.59
Pablo Marí;CB;Arsenal;900;0;0.02;0;0.2;0;90.7;0;0.3;100;0;2.7
José María Giménez;CB;Atlético Madrid;1765;0.05;0.06;0.01;0.31;0.15;88.4;0.15;0.05;50;0.1;1.63
Mariano;FW;Real Madrid;513;0.26;0.1;0.04;1.58;0.53;75;0.35;2.11;66.7;2.11;4.21
Jordan Marié;CM;Dijon;1432;0.03;0.05;0.04;0.82;0.25;81.6;0.44;0.88;77.8;1.01;6.73
Adrián Marín;FB;Alavés;93;0.1;0.07;0.5;2;1;74.1;2;0;0;1;6
Adrián Marín;FB;Granada;269;0.03;0.09;0.03;1.67;0.67;69.1;0.67;1;100;0.33;2.33
Răzvan Marin;CM;Cagliari;2965;0.05;0.06;0.15;2.98;1.12;81.7;2.07;0.97;54.2;1.19;4.74
Guillermo Maripán;CB;Monaco;2089;0.09;0.16;0;0.56;0.22;90.4;0.04;0.04;100;0.09;2.5
Marlon;CB;Sassuolo;1742;0.02;0.09;0.01;0.62;0.05;96.2;0.05;0.26;71.4;0.05;2.16
Omar Marmoush;FW;Wolfsburg;1;0;0;0;0;0;100;0;0;0;0;0
Marquinhos;CB;Paris Saint-Germain;2128;0.06;0.1;0.03;0.59;0.47;93.1;0.13;0.08;50;0.17;2.71
Luca Marrone;CB;Crotone;1588;0.02;0.07;0;0.23;0.06;87.8;0;0.06;50;0.11;3.58
Roger Martí;FW;Levante;2198;0.26;0.15;0.1;1.35;0.53;69;0.66;0.61;65.2;1.15;3.32
Anthony Martial;FW;Manchester Utd;1480;0.4;0.15;0.12;2.62;0.91;82.8;0.91;2.07;65.4;2.87;2.56
Aarón Martín;FB;Celta Vigo;1540;0.01;0.03;0.14;1.72;1.38;72.2;1.72;0.88;62.5;0.64;2.92
Aarón Martín;FB;Mainz 05;262;0;0.04;0.07;0.76;0.53;80.2;0.41;1.72;71.4;0.34;3.1
Álex Martín;CB;Cádiz;96;0;0;0;0;0;73.7;0;0;0;0;1.82
Jonas Martin;CM;Rennes;482;0;0;0.04;1.85;0.74;88.5;0.56;0.74;66.7;1.67;5.19
Martinelli;W;Arsenal;589;0.52;0.17;0.32;3.23;1.08;79.2;1.38;2.46;55.2;1.85;4.46
Lucas Martínez Quarta;CB;Fiorentina;1483;0.08;0.11;0.02;0.91;0.3;82.4;0.36;0.79;65;0.48;5.15
Emiliano Martínez;GK;Aston Villa;3420;0;0;0.01;0.16;0.03;65.6;0.05;0;0;0;0.03
Iñigo Martínez;CB;Athletic Club;2519;0.05;0.08;0.02;0.57;0.14;83.6;0.18;0.21;75;0.18;2.39
Javi Martínez;CM;Osasuna;460;0.12;0.19;0.1;1.96;0.59;67.9;1.18;0.98;62.5;0.98;6.08
Javi Martínez;CM;Bayern Munich;466;0.06;0.14;0.04;0.58;0.38;90.3;0.19;0;0;0.58;4.62
Josep Martinez;GK;RB Leipzig;90;0;0;0;0;0;75.5;0;0;0;0;0
Lautaro Martínez;FW;Inter;2561;0.49;0.13;0.16;2.81;0.81;72.4;1.12;1.3;50.7;1.93;4.67
Pablo Martinez;CM;Nîmes;540;0;0;0.02;0.33;0;83.6;0.33;0;0;0.33;2.33
Gelson Martins;W;Monaco;1551;0.16;0.1;0.16;2.62;1.16;83.4;1.1;2.5;58.1;3.08;5.76
Adam Marušić;W;Lazio;2966;0.06;0.08;0.07;1.76;0.85;83.5;0.97;0.82;50;0.7;2.82
Sylvain Marveaux;AM;Lorient;200;0.36;0.17;0;3.18;0;81.2;0.45;1.82;100;3.18;6.82
Marvin;W;Real Madrid;133;0.13;0.16;0.13;1.33;0.67;85.2;1.33;0;0;2;7.33
Omar Mascarell;CM;Schalke 04;1762;0.02;0.03;0.03;0.61;0.36;82.2;0.36;0.71;70;0.56;5.61
Andrea Masiello;CB;Genoa;2563;0.01;0.09;0.01;0.49;0.39;85.3;0.25;0.07;66.7;0.11;2.95
Jordi Masip;GK;Valladolid;2250;0;0;0;0.12;0;52.1;0;0;0;0;0
Roberto Massimo;W;Stuttgart;757;0.2;0.11;0.17;2.62;1.07;75.6;0.95;2.38;50;2.26;5.83
Giuseppe Mastinu;W;Spezia;32;0;0;0;2.5;0;75;0;2.5;50;0;10
Arthur Masuaku;FB;West Ham;1006;0.03;0.05;0.17;2.86;1.43;80.1;1.16;2.68;63.8;1.52;3.75
Jaime Mata;FW;Getafe;2037;0.23;0.13;0.05;1.81;0.44;66.2;0.62;0.4;45;1.28;3.1
Juan Mata;AM;Manchester Utd;509;0.05;0.08;0.14;3.16;0.7;84;1.4;0.53;75;1.93;2.46
Pape Matar Sarr;CM;Metz;1594;0.06;0.03;0.04;2.15;0.56;85.6;1.02;1.02;60;0.96;6.61
Eliot Matazo;CM;Monaco;314;0.37;0.43;0.14;1.71;0.57;78.3;0.86;0.86;42.9;0.57;6
Jean-Philippe Mateta;FW;Crystal Palace;221;0.08;0.05;0;1.2;0;60.8;0.4;0.4;50;2.4;1.6
Jean-Philippe Mateta;FW;Mainz 05;997;0.6;0.25;0.14;2.25;0.36;72.2;1.26;1.35;60;3.15;2.88
Nemanja Matić;CM;Manchester Utd;1106;0.02;0.05;0.03;1.63;0.81;90.5;0.57;1.22;83.3;0.81;4.55
Joël Matip;CB;Liverpool;691;0.08;0.13;0.13;0.78;0.13;88.4;0.26;0;0;0.26;3.12
Rabbi Matondo;W;Schalke 04;220;0;0;0.04;1.67;1.25;85;1.25;0.83;25;1.67;7.08
Ryder Matos;AM;Udinese;13;0;0;0;30;10;71.4;10;0;0;10;0
Henning Matriciani;FB;Schalke 04;24;0;0;0;0;0;60;0;0;0;0;6.67
Chrislain Matsima;CB;Monaco;352;0.03;0.04;0.03;0.51;0.51;89.7;0.51;1.03;80;0.51;2.56
Federico Mattiello;FB;Spezia;36;0;0;0;0;0;69;0;0;0;0;2.5
Neal Maupay;FW;Brighton;2512;0.35;0.15;0.13;2.83;1;77.4;1.11;0.86;58.5;2.26;5.23
Tony Mauricio;AM;Lens;502;0.13;0.05;0.25;5.36;1.07;80.4;2.32;1.25;63.6;1.96;6.25
Stephy Mavididi;W;Montpellier;2030;0.22;0.16;0.05;1.86;0.35;77.7;0.66;1.42;42.1;2.3;3.19
Konstantinos Mavropanos;CB;Stuttgart;1463;0.09;0.08;0.02;0.55;0.37;79.7;0.25;0.74;70.6;0.55;2.21
Eric Maxim Choupo-Moting;FW;Bayern Munich;820;0.35;0.17;0.18;2.31;0.66;80.9;1.21;1.98;75;2.2;4.18
Borja Mayoral;FW;Roma;1551;0.48;0.2;0;0;0;60;0;0.87;60;1.8;4.3
Borja Mayoral;FW;Real Madrid;23;0;0;0.1;2.97;0.64;80.1;1.28;0;0;6.67;3.33
Youssef Maziz;W;Metz;257;0.14;0.07;0.14;3.79;1.38;70.6;3.1;2.07;75;1.72;3.1
Antonio Mazzotta;W;Crotone;56;0;0;0;0;0;63.6;0;1.67;100;0;1.67
Kevin Mbabu;FB;Wolfsburg;1642;0.03;0.05;0.07;1.7;1.65;69.9;0.71;1.92;54.7;1.1;5.88
Kylian Mbappé;FW;Paris Saint-Germain;2380;0.76;0.2;0.17;4.05;1.36;78.6;1.33;3.33;46.6;2.46;2.16
Ibrahima Mbaye;FB;Bologna;428;0.1;0.55;0;0.63;0;80.8;0.21;0.63;42.9;0.42;2.5
Jean-Manuel Mbom;CM;Werder Bremen;1160;0.05;0.08;0.05;1.47;0.47;70.6;0.54;0.62;50;1.4;6.12
Nathanael Mbuku;W;Reims;2210;0.13;0.09;0.1;2.44;1.26;76.7;0.98;1.46;72;1.99;4.07
James McArthur;CM;Crystal Palace;1466;0.01;0.04;0.06;1.17;0.37;81.5;0.8;1.04;77.3;0.86;6.26
Oliver McBurnie;FW;Sheffield Utd;1324;0.21;0.1;0.07;1.97;1.09;62.9;0.95;0.61;42.9;1.7;4.22
Alex McCarthy;GK;Southampton;2700;0;0;0;0.03;0.07;64.3;0;0.07;100;0;0.03
James McCarthy;CM;Crystal Palace;821;0;0.01;0.03;1.32;0.44;77.2;0.66;0.33;60;0.22;4.62
John McGinn;CM;Aston Villa;3330;0.06;0.05;0.08;2.7;1.19;77.3;1.08;1.51;74.7;1.57;4.54
David McGoldrick;FW;Sheffield Utd;2397;0.27;0.1;0.05;1.92;0.9;74.5;0.56;1.69;57;1.99;3.95
Weston McKennie;CM;Juventus;1702;0.22;0.14;0.15;2.8;0.9;85.1;1.27;0.69;59.1;1.48;5.56
Dwight McNeil;W;Burnley;3069;0.03;0.04;0.19;2.35;1.2;68.9;1.47;1.94;57.9;1.82;4.05
Scott McTominay;CM;Manchester Utd;2129;0.09;0.08;0.04;1.39;0.38;87.3;0.59;0.93;68.8;1.27;4.51
Gary Medel;CM;Bologna;511;0;0;0.04;0.7;0.18;92.1;0.18;0.35;100;0.35;3.51
Facundo Medina;CB;Lens;2007;0.04;0.09;0.01;1.08;0.18;87.2;0.31;0.4;60;0.58;3.5
Nathan de Medina;FB;Arminia;639;0;0;0.08;0.7;0.56;66.5;0.42;0.7;50;2.39;7.18
Ben Mee;CB;Burnley;2693;0.05;0.07;0.01;0.37;0.03;75.1;0.2;0.1;60;0.1;1.67
Joshua Mees;W;Union Berlin;5;1;0.06;0;0;0;66.7;0;0;0;0;0
Admir Mehmedi;AM;Wolfsburg;820;0.1;0.11;0.22;4.51;1.87;78.5;1.87;0.99;75;1.65;8.68
Soualiho Meïté;CM;Torino;920;0.06;0.07;0.03;1.76;0.49;82;0.69;2.35;66.7;1.67;3.73
Soualiho Meïté;CM;Milan;588;0.06;0.06;0.06;2.62;0.62;84.6;0.77;2;81.3;1.08;7.23
Hannibal Mejbri;AM;Manchester Utd;9;0;0;0;0;0;100;0;30;100;10;10
Farid El Melali;W;Angers;414;0.3;0.11;0.02;2.61;0.87;75.5;0.43;4.78;57.9;4.78;5.43
Filippo Melegoni;CM;Genoa;389;0.09;0.1;0.09;2.09;0.93;83.5;0.93;2.09;60;1.63;4.88
Gonzalo Melero;CM;Levante;1853;0.15;0.11;0.08;2.04;0.53;89.1;0.92;0.78;61.5;0.63;4.03
Birger Meling;FB;Nîmes;2328;0.03;0.06;0.1;1.39;0.66;81.4;0.73;0.73;70.4;0.85;4.25
Arthur Melo;CM;Juventus;1157;0.02;0.05;0.07;2.02;0.47;94.4;1.32;1.24;88.9;1.16;4.81
Houboulang Mendes;FB;Lorient;1297;0.01;0.02;0.02;0.69;0.56;72.5;0.21;0.49;38.9;1.53;3.89
Pedro Mendes;CB;Montpellier;1626;0.05;0.12;0.01;0.33;0.11;84.5;0.11;0.17;100;0.22;3.43
Thiago Mendes;CM;Lyon;2243;0.06;0.07;0.06;2.13;0.96;88.5;1;0.6;68.2;0.6;5.66
Brais Méndez;W;Celta Vigo;2671;0.23;0.14;0.07;1.92;1.11;78.8;0.64;0.57;31.5;1.89;5.99
Édgar Méndez;W;Alavés;2090;0.23;0.16;0.06;1.55;0.82;57.3;0.86;1.12;54.2;1.47;4.27
Eñaut Mendía;FW;Eibar;61;0;0.01;0;0;0;45.5;0;0;0;1.43;2.86
Batista Mendy;CM;Nantes;76;0;0;0;0;0;83.3;0;2.5;100;2.5;3.75
Benjamin Mendy;FB;Manchester City;953;0.04;0.07;0.04;1.6;0.94;81.7;0.47;1.32;82.4;0.75;3.96
Edouard Mendy;GK;Chelsea;2745;0;0;0.1;1;0;82.8;1;0.03;100;0;0
Edouard Mendy;GK;Rennes;90;0;0;0;0.1;0;84.6;0;0;0;0;0
Ferland Mendy;FB;Real Madrid;2208;0.02;0.05;0.07;1.88;1.06;89.8;0.82;1.47;58.1;1.31;2.78
Nampalys Mendy;CM;Leicester City;1459;0.01;0.02;0.02;0.93;0;91.4;0.37;0.37;42.9;0.93;5.19
Hamza Mendyl;FB;Schalke 04;95;0.09;0.05;0;0;0;79.3;0;1.82;100;2.73;6.36
Levent Mercan;AM;Schalke 04;5;0;0;0;0;0;100;0;0;0;0;0
Jorge Meré;CB;Köln;1300;0;0.01;0.01;0.35;0.35;88.7;0.21;0.07;100;0.21;2.99
Alex Meret;GK;Napoli;1980;0;0;0;0.09;0;88.8;0.09;0;0;0;0
Mikel Merino;CM;Real Sociedad;2154;0.15;0.11;0.09;2.18;1.34;76.2;0.88;1.26;78.9;1.3;6.32
Martín Merquelanz;W;Real Sociedad;549;0.18;0.1;0.3;3.28;0.82;67.6;1.64;0.49;37.5;1.8;1.8
Yıldırım Mert Çetin;CB;Hellas Verona;418;0.02;0.05;0;0.22;0;79.7;0;0.65;42.9;0.22;3.04
Dries Mertens;FW;Napoli;1459;0.33;0.1;0.23;3.95;1.17;73.7;2.47;0.8;52;0.68;5.37
Roque Mesa;CM;Valladolid;1761;0.05;0.04;0.06;2.14;0.82;78.7;0.82;1.38;75;2.19;5.66
Illan Meslier;GK;Leeds United;3150;0;0;0;0.09;0;80.9;0.03;0;0;0.03;0.06
Lionel Messi;W;Barcelona;3023;0.58;0.1;0.32;7.17;4.32;82.3;2.29;4.38;64.5;2.83;2.92
Junior Messias;AM;Crotone;3215;0.21;0.08;0.08;3.05;1.15;73.7;0.98;2.61;60.4;2.13;4.54
Thomas Meunier;FB;Dortmund;1472;0.05;0.08;0.1;1.46;1.34;81.7;0.79;1.22;80;0.91;3.84
Mexer;CB;Bordeaux;712;0;0.04;0.01;0.38;0;88.8;0.25;0.63;83.3;0.25;2.53
Max Meyer;AM;Köln;351;0.26;0.1;0.03;1.54;1.79;83.1;0.51;0.77;100;1.54;5.64
Omenuke Mfulu;CM;Elche;789;0.01;0.04;0;0.23;0;88.7;0.11;0.11;25;0.68;5.8
Míchel;CM;Valladolid;946;0.06;0.06;0.08;2.95;0.38;79.8;1.14;0.57;85.7;1.33;4.95
Jonas Michel Dirkner;CM;Hertha BSC;16;0;0;0;0;0;50;0;0;0;5;25
Jonas Michelbrink;AM;Hertha BSC;39;0;0;0;0;0;73.3;0;0;0;2.5;20
Clément Michelin;FB;Lens;1154;0.02;0.03;0.25;2.19;1.17;72.9;1.41;0.31;57.1;0.63;2.19
Edouard Michut;AM;Paris Saint-Germain;2;0;0;0;0;0;0;0;0;0;0;0
Petar Mićin;AM;Udinese;15;0;0;0;0;0;88.9;0;0;0;0;5
Florian Miguel;FB;Nîmes;1538;0.08;0.13;0.01;0.18;0.41;82;0.06;0.12;50;0.29;2.75
Valentin Mihaila;W;Parma;698;0.33;0.14;0.09;2.82;0.51;68;1.03;1.79;53.8;0.9;2.95
Nikola Milenković;CB;Fiorentina;3034;0.08;0.14;0.01;0.53;0.09;87.1;0.18;0.27;75;0.12;3.15
Arkadiusz Milik;FW;Marseille;1220;0.46;0.15;0.09;1.62;0.29;73.2;0.51;0.51;53.8;1.03;3.46
Sergej Milinković-Savić;CM;Lazio;2746;0.19;0.09;0.21;2.66;2.16;78.1;1.34;0.82;54.3;1.67;4.82
Vanja Milinković-Savić;GK;Torino;450;0;0;0;0.2;0;67.6;0;0;0;0;0.2
Éder Militão;CB;Real Madrid;1133;0.09;0.09;0;0.56;0.08;90.5;0;0.16;50;0.24;3.25
Luka Milivojević;CM;Crystal Palace;2359;0.03;0.05;0.05;1.49;0.5;81.1;0.76;0.53;73.7;0.76;5.15
Luis Milla;CM;Granada;1253;0.04;0.05;0.15;2.23;0.94;77.8;1.44;0.72;83.3;1.22;6.55
Pere Milla;W;Elche;1981;0.25;0.19;0.08;1.77;0.27;73.5;0.59;0.77;56.7;1.77;5.45
Alejandro Millán;FW;Villarreal;2;0;0;0;0;0;0;0;0;0;0;1
Vincenzo Millico;W;Torino;21;0;0;0;5;0;90;5;0;0;0;5
Enzo Millot;CM;Monaco;41;0.2;0.06;0;2;0;76;0;0;0;6;6
James Milner;CM;Liverpool;1070;0.03;0.04;0.1;1.85;2.18;84.9;1.09;0.5;46.2;0.92;5.8
Santi Mina;FW;Celta Vigo;2412;0.3;0.18;0.06;1.42;0.19;74.1;0.45;0.34;42.9;1.16;4.18
Yerry Mina;CB;Everton;1937;0.06;0.08;0;0.19;0;90.9;0;0;0;0.14;2
Takumi Minamino;W;Southampton;711;0.15;0.09;0.06;1.39;0.63;72.4;0.63;0.63;41.7;1.39;5.7
Takumi Minamino;W;Liverpool;293;0.21;0.09;0;1.82;0.61;79.9;0;2.42;88.9;1.82;7.58
Tyrone Mings;CB;Aston Villa;3194;0.05;0.1;0.02;0.39;0.17;79.6;0.2;0.23;61.5;0.2;2
Óscar Mingueza;CB;Barcelona;1901;0.05;0.08;0.05;0.95;0.57;91.9;0.38;0.33;70;0.33;5.4
Rafa Mir;FW;Huesca;2877;0.36;0.1;0.06;0.88;0.22;59.3;0.34;0.53;63;1.09;3.09
Jorge Miramón;FB;Levante;1732;0.04;0.07;0.07;1.98;1.61;78.3;0.73;0.73;87.5;0.68;3.91
Aleksei Miranchuk;AM;Atalanta;675;0.24;0.11;0.33;4.13;2.8;78.7;1.87;2.13;61.5;2.27;6
Juan Miranda;FB;Betis;1652;0.03;0.06;0.07;1.14;0.87;75;0.71;0.27;45.5;0.65;3.91
Antonio Mirante;GK;Roma;1153;0;0;0;0.23;0;78.2;0;0;0;0;0.08
Tyrick Mitchell;FB;Crystal Palace;1710;0.02;0.21;0.02;0.47;0.53;70.2;0.16;0.79;68.2;0.74;5.21
Aleksandar Mitrović;FW;Fulham;1402;0.32;0.09;0.17;2.95;0.83;76;1.41;0.9;63.6;1.86;4.55
Stefan Mitrović;CB;Strasbourg;2784;0.03;0.06;0;0.36;0.03;90;0.1;0.06;100;0.16;2.94
Maximilian Mittelstädt;FB;Hertha BSC;1797;0.04;0.05;0.1;1.85;1.4;74.8;1.15;1.35;65.9;0.7;4.9
Henrikh Mkhitaryan;AM;Roma;2745;0.38;0.14;0.3;3.57;1.57;76.2;1.64;1.51;60.5;1.44;5.51
Jakub Moder;CM;Brighton;647;0.13;0.07;0.03;1.53;0.97;74.6;0.42;1.25;56.3;0.83;5.42
Anthony Modeste;FW;Saint-Étienne;293;0.27;0.09;0;1.6;0;58.3;0.4;0.3;50;0.91;4.55
Anthony Modeste;FW;Köln;221;0.4;0.15;0.03;0.61;0;57.4;0.61;0;0;0.8;3.6
Luka Modrić;CM;Real Madrid;2733;0.09;0.06;0.14;3.13;2.04;86.9;1.61;1.84;72.7;0.99;3.45
Terem Moffi;FW;Lorient;2073;0.51;0.21;0.17;2.65;0.65;71.1;1.22;1.09;50;2.57;3.04
Kevin Möhwald;CM;Werder Bremen;1555;0.08;0.05;0.06;1.68;0.64;84.4;0.69;0.87;68.2;1.39;3.64
Niklas Moisander;CB;Werder Bremen;1222;0;0;0;0.22;0.22;89.8;0.15;0.22;60;0.22;3.38
Dion Moise Sahi;ST;Strasbourg;94;0.4;0.09;0;6;0;76.7;1;4;66.7;4;4
Johan Mojica;FB;Atalanta;299;0.03;0.02;0.05;1.04;1.04;73.3;0.75;0.91;60;1.82;5.76
Johan Mojica;FB;Elche;1204;0.01;0.02;0.09;1.21;1.52;80.2;0.91;0.97;43.3;0.6;5
Guillem Molina;CB;Valencia;153;0;0;0;0;0;80;0;1.76;75;0;5.88
Jorge Molina;FW;Granada;1615;0.24;0.18;0.12;2.23;0.95;62.4;1.17;0.34;37.5;1.34;2.68
Nahuel Molina;FB;Udinese;1828;0.08;0.1;0.12;2.07;1.03;77.5;1.08;0.99;80;0.94;3.6
Salvatore Molina;W;Crotone;2315;0.03;0.05;0.11;1.71;1.32;78;0.93;1.09;58.3;1.44;4.4
Victor Mollejo;W;Getafe;72;0;0;0.13;6.25;0;70.6;2.5;2.5;50;3.75;2.5
Florent Mollet;CM;Montpellier;2355;0.13;0.07;0.13;2.52;0.84;83.3;1.45;0.65;48.6;1.22;2.33
Jayson Molumby;CM;Brighton;1;0;0;0;0;0;0;0;0;0;0;0
Alkhaly Momo Cissé;W;Stuttgart;38;0;0;0;2.5;0;72.2;2.5;0;0;0;2.5
Jon Moncayola;CM;Osasuna;2660;0.05;0.04;0.04;1.08;0.44;81.9;0.54;0.37;68.8;0.51;5.47
Gabriele Moncini;FW;Benevento;357;0.25;0.12;0.03;1.5;0;61.2;0.5;0.75;75;2;4
Thomas Monconduit;CM;Lorient;1153;0.09;0.05;0.09;2.03;0.7;79.8;0.94;0.63;47.1;1.17;5.78
Kévin Monnet-Paquet;W;Saint-Étienne;564;0.03;0.04;0.05;1.27;0.48;67.4;0.63;1.11;36.8;3.65;5.24
Nacho Monreal;FB;Real Sociedad;2082;0.03;0.07;0.05;0.87;0.61;80.9;0.43;0.35;57.1;0.35;3.85
Cristóbal Montiel Rodríguez;AM;Fiorentina;4;0;0;0;0;0;66.7;0;0;0;1;1
Lorenzo Montipò;GK;Benevento;3330;0;0;0;0.03;0;63.6;0;0;0;0.03;0.03
Ángel Montoro;CM;Granada;1362;0.05;0.04;0.11;2.65;1.26;69.5;1.46;0.13;50;0.79;3.11
Martín Montoya;FB;Betis;239;0;0.02;0.11;1.85;0.74;76.7;1.48;0.74;50;1.11;1.85
Emre Mor;W;Celta Vigo;500;0.05;0.04;0.04;0.89;0.54;76.6;0.36;3.04;60.7;2.32;5.18
Luca Mora;CM;Spezia;113;0.08;0.11;0;0.77;0;68.3;0;1.54;66.7;1.54;7.69
Wesley Moraes;FW;Aston Villa;18;0;0.02;0;5;0;100;0;0;0;0;10
Álvaro Morata;FW;Juventus;2014;0.46;0.19;0.21;3.3;1.12;74.8;1.79;1.21;64.3;1.74;3.93
Jan Morávek;CM;Augsburg;267;0.03;0.15;0;1.67;0;68.1;0.33;0;0;0.33;8.33
Jon Morcillo;W;Athletic Club;1363;0.1;0.06;0.19;2.78;1.19;61.6;1.66;0.79;44.4;1.59;3.11
Jérémy Morel;CB;Lorient;2493;0.02;0.08;0.01;0.58;0.07;84.7;0.25;0.22;42.9;0.29;2.42
Alberto Moreno;FB;Villarreal;193;0.14;0.07;0;2.38;0.48;84;0;1.43;75;0.48;3.81
Álex Moreno;FB;Betis;1786;0.04;0.07;0.11;1.57;0.81;78.3;0.86;1.06;58.3;1.31;4.14
Gerard Moreno;FW;Villarreal;2673;0.39;0.14;0.26;2.73;1.55;68.7;1.45;2.63;64.5;2.32;2.76
