Player;Pos;Squad;Min;Expected Assists;Passes Completed %;Completed Passes into Final third;Yards Progressed From Passes;Shot-Created Dribbles;Successful Dribbles;Successful Dribbles %;Successful Pressures;Interceptions;Tackles Won;Fouls Made;Aerial Duels Won %
Maximilian Eggestein;CM;Werder Bremen;2942;0.1;78.6;3.73;193.8;0;0.49;55.2;5.05;1.31;1.35;0.98;42.4
Lilian Egloff;AM;Stuttgart;16;0;100;0;15;0;5;100;5;0;0;0;0
Kingsley Ehizibue;FB;Köln;1133;0.06;74.1;1.75;258.8;0.16;1.51;61.3;4.76;1.35;1.67;1.51;65.8
Albin Ekdal;CM;Sampdoria;2299;0.04;84;2.86;154.2;0.08;0.86;88;6.94;1.33;1.92;1.92;56.7
Hugo Ekitike;W;Reims;88;0;80.8;2;36;1;2;66.7;9;0;1;3;75
Anthony Elanga;W;Manchester Utd;155;0;81.1;2.35;71.2;0.59;2.35;57.1;6.47;0.59;0.59;1.18;33.3
Niclas Eliasson;W;Nîmes;1799;0.17;61.3;0.65;104.8;0.1;0.6;46.2;4.4;1.1;1.2;1.3;31.9
Elif Elmas;AM;Napoli;740;0.09;90.5;1.46;81.2;0.37;1.34;64.7;4.63;0.61;1.1;1.22;12.5
Ahmed Elmohamady;FB;Aston Villa;839;0.06;78.1;3.87;391.5;0;0.43;80;3.01;2.9;1.4;0.65;75
Mohamed Elneny;CM;Arsenal;1544;0.01;93.4;4.48;213.5;0.06;0.41;77.8;3.31;1.16;0.64;0.58;29.6
Aritz Elustondo;CB;Real Sociedad;1884;0.01;87.4;4.26;334;0;0.29;100;2.54;0.38;0.81;1.05;58.4
Nico Elvedi;CB;Mönchengladbach;2536;0.01;92.8;1.28;318.7;0;0.07;66.7;3.19;2.27;1.17;0.5;65.1
Rodrigo Ely;CB;Alavés;468;0.02;78.6;0.77;194.8;0;0.19;100;2.69;0.38;0.58;1.54;88.9
Sepe Elye Wahi;FW;Montpellier;555;0.13;65.5;0.97;29;0.16;1.29;42.1;3.71;0.32;0.32;1.13;46.2
Breel Embolo;FW;Mönchengladbach;1440;0.06;73;0.69;43.6;0.19;2.56;65.1;4.13;0.38;0.88;2.13;36.7
Emerson;FB;Betis;2991;0.07;81.2;2.5;281.4;0.03;0.69;42.6;4.85;2.02;1.81;1.69;60.2
Manu Emmanuel Gyabuaa;CM;Atalanta;2;0;100;0;9;0;0;0;0;0;0;0;0
Renaud Emond;FW;Nantes;354;0.03;70.5;1.03;37.4;0;0;0;5.13;0.26;0.51;1.28;34.1
Alan Empereur;CB;Hellas Verona;219;0;78.5;3.75;235.4;0;0;0;2.5;2.08;0.42;1.25;37.5
Youssef En-Nesyri;FW;Sevilla;2311;0.05;68.9;0.31;18.1;0.16;0.58;42.9;3.42;0.31;0.66;1.09;55.8
Keita Endo;W;Union Berlin;456;0.22;70.4;1.37;78.4;0.2;0.59;42.9;5.1;1.76;0.78;1.76;36.4
Wataru Endo;CM;Stuttgart;2955;0.06;84;4.3;262.9;0.03;0.88;64.4;7.07;1.43;1.89;1.37;59.3
Sergi Enrich;FW;Eibar;1404;0.06;77.1;1.47;50.1;0;0.77;63.2;6.73;0.71;0.96;1.99;47.7
Christian Eriksen;AM;Inter;1385;0.17;82.1;5.06;289.2;0;0.65;76.9;3.31;0.65;0.52;0.84;70.6
Martin Erlic;CB;Spezia;1798;0.03;85.6;2.5;243.2;0;0.2;66.7;4.15;1.5;0.9;1.85;58.1
Patrick Erras;CM;Werder Bremen;26;0;60.6;3.33;256.7;0;0;0;10;0;0;0;58.3
Gonzalo Escalante;CM;Lazio;733;0;88.4;5.19;221.9;0;0.99;88.9;7.65;1.11;2.35;1.73;47.1
Aarón Escandell;GK;Granada;450;0;49;1.4;497.8;0;0;0;0.2;0;0;0;0
Dani Escriche;FW;Huesca;857;0.14;74.2;1.05;49.2;0.21;1.89;38.3;3.26;0.84;1.37;2.11;34
Sergio Escudero;FB;Sevilla;565;0.08;84;3.33;344.1;0;0.32;50;3.81;1.11;1.27;1.27;66.7
Alfonso Espino;FB;Cádiz;2601;0.04;64.1;1.66;240.3;0.03;0.55;42.1;4.84;1.59;2.01;1.11;46.9
Vicente Esquerdo;AM;Valencia;231;0.04;79.4;1.15;122.7;0;0.77;50;8.08;1.92;2.31;1.15;40
Nahuel Estévez;CM;Spezia;1768;0.1;74.6;2.86;166.4;0;0.51;62.5;4.29;1.63;0.66;1.68;39.5
Pervis Estupiñán;FB;Villarreal;1168;0.1;78.4;1.08;236.6;0.08;1.08;60.9;5.38;2.23;1.85;1.85;42.3
Yoann Etienne;FB;Lorient;90;0.1;63.2;3;240;0;0;0;5;2;1;2;25
Xabier Etxeita;CB;Getafe;883;0.02;67.5;1.33;131.3;0;0.2;100;2.96;1.02;0.61;1.43;42.9
Jonny Evans;CB;Leicester City;2473;0.01;87.5;3.35;375.6;0;0.22;100;2.4;1.49;0.44;0.65;71
Edu Expósito;CM;Eibar;2455;0.1;74.6;3.77;171.1;0.26;1.54;67.7;5.49;1.17;0.99;1.06;46.2
Valentin Eysseric;AM;Fiorentina;729;0.06;74.2;3.83;174.9;0.12;0.49;36.4;4.07;1.11;1.23;1.48;44.4
Eberechi Eze;AM;Crystal Palace;2559;0.1;79.3;2.71;153.5;0.35;2.43;63.9;3.24;1.02;0.81;0.63;27.3
Jokin Ezkieta;GK;Athletic Club;90;0;87.5;0;248;0;0;0;0;0;0;0;0
Łukasz Fabiański;GK;West Ham;3150;0;60.5;0.54;496.6;0;0;0;0.06;0;0;0.03;0
Fabinho;CM;Liverpool;2567;0.01;91.1;3.86;347.4;0;0.18;55.6;4.04;1.72;1.79;1.02;54.4
Fábio;FB;Nantes;1507;0.03;77.3;3.23;287.3;0;0.42;38.9;6.11;1.26;2.34;2.16;52.2
Cesc Fàbregas;CM;Monaco;877;0.3;79.2;9.38;456.2;0.21;0.62;54.5;4.54;0.31;1.44;1.55;42.9
Bandiougou Fadiga;AM;Paris Saint-Germain;63;0;97.1;4.29;141.4;0;2.86;66.7;10;1.43;1.43;2.86;0
Bandiougou Fadiga;AM;Brest;43;0;86.2;2;190;0;0;0;8;2;0;0;0
Wout Faes;CB;Reims;2899;0;87.4;2.42;310.7;0;0.4;81.3;2.7;1.65;0.99;0.71;67.6
Nicolò Fagioli;AM;Juventus;21;0;94.4;15;540;0;10;100;10;0;0;5;0
Ralf Fährmann;GK;Schalke 04;1876;0;65.6;0.38;442.6;0;0;0;0.05;0;0;0;0
Romain Faivre;W;Brest;2891;0.18;80.2;2.43;176.9;0.37;2.77;66.4;5.39;1.03;1.46;1.12;40.5
Fali;CB;Cádiz;2637;0.02;70.6;1.88;127.4;0.07;0.27;88.9;2.76;0.82;0.72;0.72;57.1
Iago Falque;W;Benevento;358;0.33;75;3;179.5;1;1.5;54.5;3.75;0.75;0.5;0;11.1
Andri Fannar Baldursson;CM;Bologna;217;0.04;78.6;3.33;110.4;0;0.42;50;5;0.42;1.25;3.75;50
Paolo Faragò;FB;Bologna;23;0;84.6;0;296.7;0;0;0;6.67;0;0;0;0
Paolo Faragò;FB;Cagliari;369;0.17;83.1;1.95;305.6;0;0.49;33.3;3.66;2.2;0.73;1.71;63.6
Davide Faraoni;W;Hellas Verona;2891;0.12;72.1;3.08;283.2;0.12;0.72;39;3.21;1.74;1.15;1.46;58.9
Mohamed Fares;W;Lazio;1139;0.12;76.8;1.42;153;0.08;0.55;38.9;2.76;1.02;0.71;2.2;48
Diego Farias;W;Spezia;1514;0.18;81.4;1.73;120.6;0.18;1.43;72.7;2.8;0.77;0.48;1.07;47.1
Wuilker Faríñez;GK;Lens;107;0;63;0;165;0;0;0;0;0;0;0;0
Noah Fatar;W;Angers;21;0;77.8;0;5;0;0;0;0;5;0;15;0
Ansu Fati;W;Barcelona;431;0.29;84.9;0.63;95.6;0.21;3.13;60;3.75;0.21;0.63;1.25;33.3
Julien Faussurier;FB;Brest;955;0.19;76.2;3.02;415.1;0;0.57;54.5;3.49;0.75;1.42;1.13;50
Andrea Favilli;FW;Hellas Verona;339;0.03;73.2;0.53;27.4;0.26;0.79;33.3;3.68;0;0.79;3.68;27.5
Federico Fazio;CB;Roma;406;0;87.6;6;365.6;0;0.67;75;3.11;1.11;0.89;1.33;71.4
Nabil Fekir;AM;Betis;2622;0.18;80.8;4.05;168;0.62;2.13;69.7;5.84;0.41;1.24;2.75;22.1
Felipe;CB;Atlético Madrid;2057;0.01;86.6;1.53;257.9;0;0.13;100;2.36;1.88;1;1.27;80.2
Luiz Felipe;CB;Lazio;909;0.02;91.6;3.17;265.9;0;0.2;100;4.46;2.08;2.57;1.39;44.8
Ohis Felix Uduokhai;CB;Augsburg;2610;0.01;84.2;2.31;281.9;0;0.55;80;3.86;1.24;0.83;0.83;67.7
João Félix;AM;Atlético Madrid;1572;0.22;83.4;3.77;150.1;0.29;1.94;51.5;3.37;0.51;0.34;0.91;43.4
Zinedine Ferhat;W;Nîmes;2957;0.18;66.3;2.13;134.9;0.43;1.95;50;3.01;1.03;0.58;0.7;50.3
Bruno Fernandes;AM;Manchester Utd;3099;0.32;74.6;5.15;271.5;0.12;0.76;46.4;5.2;0.64;1.13;1.25;23.2
Edimilson Fernandes;CM;Mainz 05;841;0.1;72.8;1.4;192.5;0;0.43;66.7;3.76;2.47;0.54;0.75;61.5
Aitor Fernández;GK;Levante;2610;0;75.8;0.31;377.8;0;0;0;0.03;0;0;0;0
Álex Fernández;AM;Cádiz;1946;0.08;74.3;3.24;183.9;0;0.6;54.2;3.19;0.97;0.69;0.51;44
Álvaro Fernández;GK;Huesca;1980;0;74.9;0.45;456.8;0;0;0;0.14;0;0;0;0
Andrés Fernández;GK;Huesca;1440;0;68.2;0.13;421.9;0;0.19;100;0;0;0;0;0
Augusto Fernández;CM;Cádiz;369;0;80.7;0.73;95.4;0;0;0;7.8;2.68;1.46;1.46;28.6
Carlos Fernández;FW;Sevilla;143;0.06;74.4;1.25;51.3;0;0.63;50;0.63;0.63;0;2.5;45.5
Carlos Fernández;FW;Real Sociedad;390;0.14;65.5;0.93;78.4;0;0.7;37.5;5.81;0.7;0.23;4.19;42.4
Federico Fernández;CB;Newcastle Utd;2079;0.01;80.2;0.82;188.7;0;0;0;2.21;0.74;0.74;0.65;56.1
Joaquín Fernández;CB;Valladolid;2073;0.01;81.5;1.39;188.6;0;0.09;100;2.74;1.43;0.78;1.22;58.6
Fernandinho;CM;Manchester City;1188;0.07;87.8;10.3;347.2;0.23;0.76;66.7;5.61;1.97;1.67;1.67;61.7
Fernando;CM;Sevilla;2546;0.12;90.5;3.39;234.7;0.04;0.49;60.9;4.63;1.41;1.84;1.41;59.8
Alex Ferrari;CB;Sampdoria;880;0.04;85.2;1.84;279.6;0;0.1;33.3;6.94;1.73;2.35;0.92;68
David Ferreiro;W;Huesca;2527;0.2;65.7;2.06;166.1;0.18;1.46;65.1;3.81;0.64;0.5;1.89;31.6
Salvador Ferrer;FB;Spezia;1190;0;0;0;0;0;0;0;0;1.67;0.68;1.14;0
Facundo Ferreyra;FW;Celta Vigo;300;0;65.5;0.3;24.2;0;0.3;33.3;3.64;0;0.61;6.67;46.2
Jordan Ferri;CM;Montpellier;2577;0.05;85.8;5.28;262.6;0;0.56;59.3;7.13;0.59;2.13;1.82;42.3
Marco Festa;GK;Crotone;90;0;81.6;0;600;0;0;0;0;0;0;0;0
Fidel;W;Elche;2396;0.19;73.7;2.44;204.7;0.15;1.8;57.8;4.1;0.49;1.13;1.13;32.4
Sam Field;CM;West Brom;62;0;65.2;1.43;58.6;0;1.43;50;14.3;0;10;2.86;33.3
Alfreð Finnbogason;FW;Augsburg;544;0.23;63.1;2.17;73;0.33;0.83;62.5;5.17;0.17;0.17;1.67;39.5
Roberto Firmino;FW;Liverpool;2838;0.2;79.7;2.7;125.2;0.38;1.59;68.5;5.56;0.32;0.7;0.7;22.3
Junior Firpo;FB;Barcelona;289;0.22;89;2.81;268.1;0;0.94;42.9;3.75;1.25;0.63;2.81;50
John Fleck;CM;Sheffield Utd;2575;0.09;78.1;3.95;173.4;0.1;1.19;64.2;4.48;1.33;0.94;1.15;32.1
Mark Flekken;GK;Freiburg;270;0;73.6;1.33;794.3;0;0;0;0;0;0;0;0
Florian Flick;CM;Schalke 04;360;0;82.7;2.5;125.5;0;0;0;9;1.5;1.75;1;38.5
Alexis Flips;W;Reims;43;0;53.3;2;130;0;0;0;6;0;0;2;0
Alessandro Florenzi;FB;Paris Saint-Germain;1538;0.12;82.8;2.28;223.9;0;0.35;50;3.16;0.94;1.11;0.58;31.4
Kingsley Fobi;FB;Granada;45;0;66.7;0;136;0;0;0;0;0;0;0;0
Phil Foden;W;Manchester City;1616;0.23;82;2.22;123.2;0.5;2.39;60.6;4.89;0.67;0.89;0.72;31.8
Mamadou Fofana;CM;Metz;1070;0.01;84;0.76;182.9;0;0.25;100;4.03;1.26;1.18;1.09;29.4
Seko Fofana;CM;Lens;2309;0.09;85.8;2.68;126.4;0.12;1.56;58;4.36;1.25;0.43;0.82;55.1
Wesley Fofana;CB;Leicester City;2262;0.01;88.2;4.46;331;0;0.52;76.5;3.31;2.03;1.63;1.47;63.1
Wesley Fofana;CB;Saint-Étienne;315;0;80.4;2;307.7;0;0.57;66.7;3.71;1.14;1.43;1.71;58.8
Youssouf Fofana;CM;Monaco;2873;0.07;84.7;4.86;206.2;0.16;1.1;67.3;7.18;1.35;2.51;1.44;54.1
Thomas Foket;FB;Reims;3324;0.05;79.7;1.9;264.7;0;0.57;72.4;3.6;1.54;1.25;0.92;40.3
Ramón Folch;CM;Elche;1;0;0;0;0;0;0;0;0;0;0;0;0
Lamine Fomba;CM;Nîmes;2175;0.04;82.4;1.57;89.2;0.12;0.83;62.5;7.73;1.74;2.02;1.86;45.5
Thomas Fontaine;CB;Lorient;320;0;89;1.11;238.6;0;0;0;3.06;0.28;0.56;0.28;25
José Fontán;FB;Celta Vigo;652;0;81.8;3.19;247.5;0;0.56;100;3.33;1.25;0.97;2.36;57.1
José Fonte;CB;Lille;3185;0.01;90.6;3.56;375.7;0;0.25;100;1.98;0.96;0.76;0.85;73.6
Fernando Forestieri;AM;Udinese;552;0.23;77.6;1.64;85.2;0;1.97;75;6.39;0.16;1.48;1.97;30
Pablo Fornals;AM;West Ham;2572;0.09;77.3;2.52;143.4;0.03;0.73;41.2;4.2;1.15;1.01;1.01;40.3
Emil Forsberg;W;RB Leipzig;1539;0.31;77.4;2.16;101.2;0.35;1.58;79.4;5.73;0.41;0.47;0.88;30.8
Fraser Forster;GK;Southampton;720;0;56.2;0.13;372.5;0;0;0;0.13;0;0;0.13;0
Philipp Förster;AM;Stuttgart;1509;0.15;79.1;2.8;168.9;0.36;0.89;48.4;4.64;0.95;1.31;1.43;44.4
Steven Fortes;CB;Lens;1435;0.01;88.2;2.7;329.5;0;0.25;66.7;3.52;1.76;1.26;1.57;66.7
Yassin Fortune;FW;Angers;15;0;75;0;10;0;0;0;5;0;0;0;0
Timothy Fosu-Mensah;FB;Manchester Utd;80;0.33;86.7;4.44;286.7;0;0;0;2.22;1.11;1.11;1.11;100
Timothy Fosu-Mensah;FB;Leverkusen;409;0.02;86.4;6.67;447.3;0;0.89;57.1;3.78;1.33;1.11;1.11;78.6
Daam Foulon;FB;Benevento;1021;0.03;73.8;2.04;223.6;0;0.44;41.7;3.45;0.62;0.71;1.42;70.6
Dimitri Foulquier;FB;Granada;2663;0.06;76.2;1.76;230.6;0;0.88;48.1;3.31;1.08;0.95;0.98;36.4
Juan Foyth;CB;Villarreal;1168;0.02;88.6;3.62;295.5;0;2;86.7;5;1.46;2;1.54;61.4
Gianluca Frabotta;FB;Juventus;689;0.16;83.3;2.34;289.9;0.13;0.65;45.5;3.38;1.56;0.78;1.56;46.4
Raphael Framberger;FB;Augsburg;1540;0.12;66.1;1.58;256.4;0.06;0.76;41.9;3.16;1.58;0.94;0.76;40.7
Tyrese Francois;CM;Fulham;15;0;93.3;0;440;0;0;0;5;0;0;0;0
Ryan Fraser;W;Newcastle Utd;928;0.2;65.9;0.68;129.1;0;0.39;57.1;1.84;0.29;0.1;0.49;16.1
Fred;CM;Manchester Utd;2390;0.09;88.2;6.54;284.2;0.08;0.9;75;7.52;1.77;2.07;1.73;41.7
Ryan Fredericks;FB;West Ham;569;0.19;72.8;1.43;171.7;0.16;0.32;33.3;2.06;1.27;0.95;1.75;39.1
Remo Freuler;CM;Atalanta;2712;0.1;88.3;7.31;328.6;0.17;1.26;76;6.25;1.66;1.86;1.33;48.2
Marco Friedl;CB;Werder Bremen;2785;0.02;81.1;4.08;361;0.03;0.26;47.1;3.2;2.01;1.39;1;63.1
Marvin Friedrich;CB;Union Berlin;3060;0.02;80.9;3.47;352.6;0.03;0.35;60;4.5;1.29;1.15;0.76;57.8
Jeremie Frimpong;FB;Leverkusen;436;0.13;83.2;2.29;210.6;0.21;3.75;50;5.83;0.63;0.63;1.67;33.3
Jorge de Frutos;W;Levante;2186;0.22;67.8;1.36;114.9;0.16;1.98;55.2;5.14;0.99;1.28;1.56;31.9
Christian Fuchs;FB;Leicester City;702;0;81.2;5.38;449.1;0;0;0;2.95;1.54;1.15;1.79;63.2
Angelo Fulgini;CM;Angers;2725;0.15;81;3.89;215.7;0.23;2.71;55;3.1;0.5;0.46;0.96;28.8
Niclas Füllkrug;FW;Werder Bremen;877;0.02;58.3;1.75;55.9;0.21;1.24;54.5;4.85;0.41;0.52;1.55;43
Ramiro Funes Mori;CB;Villarreal;727;0;88.1;2.59;350;0;0;0;1.98;1.73;0.37;0.86;66.7
Darnell Furlong;FB;West Brom;2932;0.06;59.5;1.81;186;0;0.37;44.4;2.52;0.83;0.52;1.01;63.2
Daniel Fuzato;GK;Roma;450;0;73.9;0;370;0;0;0;0;0;0;0;0
Baptiste Gabard;CM;Saint-Étienne;133;0;78.2;3.33;118;0;0.67;100;11.3;0;2;1.33;25
Matteo Gabbia;CB;Milan;557;0;92.7;2.9;272.6;0;0;0;3.39;0.81;0.65;0.81;73.3
Manolo Gabbiadini;FW;Sampdoria;870;0.19;73.3;2.16;85.9;0.21;0.52;62.5;2.89;0.31;0.31;1.24;28.6
Mijat Gaćinović;AM;Hoffenheim;822;0.21;76.5;2.42;221.1;0.11;0.66;30;5.6;1.87;0.99;1.54;38.9
Roberto Gagliardini;CM;Inter;1232;0.09;85.9;3.72;158.3;0.07;0.51;63.6;4.6;1.09;1.24;1.68;61.5
Riccardo Gagliolo;FB;Parma;1956;0.05;80.7;4.52;439.9;0;0.41;56.3;3.59;1.38;1.38;1.29;49.1
Adolfo Gaich;FW;Benevento;768;0.04;63.8;0.24;27.6;0.24;1.06;45;4.71;0.59;0.35;2.82;22.4
Andrey Galabinov;FW;Spezia;430;0.04;73.4;0.63;31;0;0.63;100;3.33;0;0.21;1.04;27.3
Javi Galán;FB;Huesca;3065;0.09;78.2;2.05;276.2;0.09;3.34;77.6;5.48;0.82;2.17;1.82;35.2
Conor Gallagher;CM;West Brom;2531;0.06;77.8;2.7;107.3;0.11;1.35;64.4;6.41;1.39;1.89;1.53;39.3
Enric Gallego;FW;Osasuna;806;0.08;57.8;2.89;74.9;0;0.33;27.3;5.11;0.11;0.67;3.44;55
Kévin Gameiro;FW;Valencia;1077;0.1;79.2;0.5;28.1;0;0.33;33.3;3.75;0;0.5;0.75;24.3
Idrissa Gana Gueye;CM;Paris Saint-Germain;1581;0.03;92.8;9.6;383.1;0.17;1.36;66.7;7.33;1.42;2.56;1.99;55.6
Ignatius Ganago;FW;Lens;1304;0.07;71.7;0.55;25.6;0.41;1.52;50;3.1;0.69;0.21;1.03;41.5
Aleix García;CM;Eibar;437;0.16;83;5.1;200;0;0.41;66.7;4.29;0.82;0.82;0.82;75
Borja García;AM;Huesca;1117;0.1;85;2.74;122.2;0.16;1.77;71;3.79;0.81;0.81;0.24;42.9
Dani García;CM;Athletic Club;1920;0.02;83.6;4.46;192.7;0;0.38;72.7;4.37;1.36;1.08;1.36;55.3
David García;CB;Osasuna;3150;0.01;75.5;2.54;267.6;0;0.03;100;3.69;1.51;0.83;1.29;76.1
Eric García;CB;Manchester City;383;0.02;93.6;6.74;434.7;0;0;0;3.02;1.16;0.93;0.93;33.3
Manu García;CM;Alavés;1124;0.02;71.5;2.24;91.7;0;0.16;33.3;5.76;1.04;1.44;1.44;56.4
Raúl García;GK;Valladolid;504;0.04;69.3;2.5;291.4;0;1.25;77.8;3.57;0.89;0.54;0.89;58.1
Raúl García;GK;Athletic Club;1743;0.07;62.3;2.84;104.8;0.05;0.41;47.1;4.9;0.52;1.08;2.68;60.4
Rubén García;W;Osasuna;2718;0.17;66.3;2.32;170.9;0.07;0.89;49.1;4.44;0.89;1.29;1.39;46.1
Sergi García;CM;Alavés;16;0;62.5;0;0;0;0;0;5;0;5;0;0
Unai García;CB;Osasuna;1242;0.01;78.4;2.17;201;0;0.29;100;2.32;1.23;1.01;1.01;43.9
Mario Gaspar;FB;Villarreal;1851;0.08;84.5;2.48;306.7;0.05;0.49;55.6;3.59;1.26;0.92;0.97;50
Manuel Gasparini;GK;Udinese;3;0;100;0;52;0;0;0;0;0;0;0;0
Dwight Gayle;FW;Newcastle Utd;514;0.09;79.8;0;27.4;0;0.18;33.3;3.86;0.18;0.7;1.05;30.4
Paulo Gazzaniga;GK;Elche;720;0.01;58;2.75;593.9;0;0;0;0.13;0;0;0;0
Jean-Philippe Gbamin;CM;Everton;12;0;66.7;10;360;0;0;0;20;0;10;0;0
Yann Gboho;W;Rennes;303;0.06;75.8;0.88;88.5;0.88;3.24;50;6.76;0.29;1.18;2.35;28.6
David de Gea;GK;Manchester Utd;2295;0;77.1;0.16;288.7;0;0;0;0;0;0;0;0
Christian Gebauer;W;Arminia;687;0.08;65.6;0.92;107.4;0;0.66;55.6;5.26;1.05;0.79;0.92;29
Theodor Gebre Selassie;FB;Werder Bremen;3032;0.04;76.3;1.99;289;0;0.12;36.4;4.3;1.81;1.01;0.77;51.4
Emrehan Gedikli;FW;Leverkusen;25;0;80;0;30;0;0;0;6.67;0;0;3.33;0
Dennis Geiger;CM;Hoffenheim;658;0.23;82.5;4.38;248.2;0;0.55;80;6.16;0.68;1.51;2.05;22.2
Christian Gentner;CM;Union Berlin;1033;0.09;78.9;3.3;158.3;0;0.61;63.6;6.35;1.13;1.04;0.61;50
Yannick Gerhardt;CM;Wolfsburg;1936;0.16;74.2;2.65;131;0.09;0.6;50;8.33;0.79;1.72;1.67;37.5
Valère Germain;FW;Marseille;857;0.01;72.1;1.16;50.1;0;0.21;33.3;3.79;0.95;0.21;0.95;47.8
Gervinho;W;Parma;2021;0.11;81.9;1.2;64.4;0.49;1.91;52.4;2.04;0.58;0.18;0.4;0
Willem Geubbels;W;Monaco;294;0.03;69.4;1.82;66.4;0;0;0;5.45;1.21;1.82;3.03;50
Hamadi Al Ghaddioui;FW;Stuttgart;46;0;66.7;2;120;0;0;0;6;0;0;2;33.3
Anwar El Ghazi;W;Aston Villa;1613;0.13;70.5;1.51;108.3;0.22;1.56;57.1;2.91;0.56;0.56;1.06;37.5
Paolo Ghiglione;W;Genoa;1358;0.13;67.4;0.86;181.8;0.07;0.4;27.3;3.71;1.06;0.99;1.19;47.2
Faouzi Ghoulam;FB;Napoli;289;0.13;79.4;3.75;399.7;0;0.94;75;2.19;0.63;0.31;0.63;77.8
Kieran Gibbs;FB;West Brom;809;0.03;72.2;1.67;159.6;0;0.22;66.7;2.22;1.56;0.67;0.78;45.5
Morgan Gibbs-White;CM;Wolves;414;0.13;80.9;3.48;153;0;1.52;53.8;8.04;0.65;1.3;1.09;22.2
Niko Gießelmann;FB;Union Berlin;430;0.06;64.1;3.75;274.8;0;0.42;40;4.17;1.67;1.88;0.83;59.1
Rafał Gikiewicz;GK;Augsburg;3060;0;69.6;0.5;513.6;0;0.03;100;0.09;0;0;0.03;0
David Gil;GK;Cádiz;360;0;35.8;0.25;470;0;0;0;0;0;0;0;0
Billy Gilmour;CM;Chelsea;261;0.03;89.3;5.17;183.1;0;0.34;33.3;6.21;1.72;0.34;0.69;66.7
Álvaro Giménez;FW;Cádiz;407;0;62.4;1.33;35.8;0;0;0;3.78;0.67;0.44;1.78;40.8
Daniel Ginczek;FW;Wolfsburg;215;0.13;57.9;1.67;60;0;1.25;60;5.83;0;0.83;0.83;62.5
Matthias Ginter;CB;Mönchengladbach;3060;0.06;85.8;4.91;445.9;0.03;0.29;76.9;2.12;1.15;0.53;0.32;61.8
Andrei Girotto;CB;Nantes;2668;0;82.2;2.97;268.1;0;0.17;62.5;4.56;1.01;1.66;1.05;61
Olivier Giroud;FW;Chelsea;748;0.08;74.2;0.84;30.2;0;0.36;60;4.22;0.48;0.48;1.93;37.7
Robert Glatzel;FW;Mainz 05;359;0.15;69.9;1.75;64.8;0.25;1.75;50;5.5;0.5;0.25;3.5;35.9
Kamil Glik;CB;Benevento;3206;0.03;89.7;0.84;183.1;0.03;0.11;66.7;3.4;1.1;0.96;0.87;65
Serge Gnabry;W;Bayern Munich;1644;0.25;78.1;2.24;135.1;0.22;1.97;54.5;5.03;1.26;1.26;1.2;23.1
Ben Godfrey;CB;Everton;2685;0.02;84.6;1.95;192.3;0;0.27;57.1;3.86;1.51;0.97;0.5;66.4
Diego Godín;CB;Cagliari;2508;0.02;85.7;2.9;386;0;0.5;100;3.69;1.58;1.18;1.11;67.5
Akaki Gogia;W;Union Berlin;140;0.25;80.7;1.88;163.8;0;2.5;66.7;1.88;0;0.63;3.13;33.3
Amer Gojak;AM;Torino;475;0.06;74.1;2.26;127;0.19;1.13;50;4.72;0.75;0.75;2.26;18.8
Edoardo Goldaniga;CB;Genoa;1857;0.05;73;2.72;270.5;0;0.24;50;3.2;1.41;1.02;1.46;49.2
Vladimir Golemić;CB;Crotone;2341;0.01;86.9;1.38;309.2;0;0.12;100;3.96;1.04;0.69;1.23;56.6
Pierluigi Gollini;GK;Atalanta;2156;0;75.4;0.29;369.5;0;0.04;100;0.08;0.04;0;0.04;0
Aleksandr Golovin;AM;Monaco;1069;0.4;68.8;1.43;173.1;0.25;1.51;69.2;7.82;1.34;1.26;1.6;39.3
Tomislav Gomelt;CM;Crotone;19;0;94.1;10;405;0;0;0;10;0;10;0;0
André Gomes;CM;Everton;1570;0.06;83.2;4.71;202.5;0.06;1.49;63.4;6.84;0.86;1.95;1.95;52.8
Dani Gómez;FW;Levante;1666;0.06;75.7;0.65;39.6;0.16;1.84;60.7;2.65;0.16;0.27;1.57;21.7
Ibai Gómez;W;Athletic Club;424;0.15;67.7;1.7;177.9;0;0.85;66.7;2.77;0.43;0.64;0.43;50
Joe Gomez;CB;Liverpool;590;0;90.2;4.55;463.8;0;0.61;100;2.27;0.76;0.3;0.91;53.1
Maxi Gómez;FW;Valencia;2689;0.03;67.5;1.17;40.8;0.07;0.4;57.1;1.94;0.07;0.3;1.77;52.1
Moi Gómez;W;Villarreal;2563;0.09;81.7;2.25;140.1;0.21;1.54;61.1;3.86;0.74;0.53;0.7;22.4
Papu Gómez;AM;Atalanta;666;0.19;82.4;5;267.2;0.95;2.97;73.3;2.97;0.41;0.54;1.35;40
Papu Gómez;AM;Sevilla;914;0.11;87.1;4.31;191.3;0.39;1.27;61.9;4.71;1.86;0.69;1.47;43.8
Sergi Gómez;CB;Sevilla;719;0;93.7;1.13;314.6;0;0;0;2.25;0.38;0.38;0.13;51.1
Sergio Gómez;AM;Huesca;792;0.14;72.3;3.07;216;0;1.7;57.7;5.57;2.05;1.93;0.8;0
Alfred Gomis;GK;Dijon;450;0;63.8;0;443;0;0;0;0.2;0;0;0;0
Alfred Gomis;GK;Rennes;1980;0;80;0.09;429.1;0;0;0;0;0;0;0.05;0
