Player;Pos;Squad;Min;Goals;Non-penalty Expected Goals;Non-penalty Expected Goals/Shot;Aerial Duels Won;Aerial Duels Won %;Touches Inside Opposition's Penalty Box;Expected Assists;Completed Passes into Penalty Box;Successful Dribbles;Successful Dribbles %;Dispossessed;Successful Pressures
Wesley Fofana;CB;Saint-Étienne;315;0;0.06;0.1;2.86;58.8;1.43;0;0;0.57;66.7;0.29;3.71
Youssouf Fofana;CM;Monaco;2873;0;0.07;0.05;0.63;54.1;0.5;0.07;0.94;1.1;67.3;1.07;7.18
Thomas Foket;FB;Reims;3324;0;0.01;0.03;0.79;40.3;0.73;0.05;0.73;0.57;72.4;0.62;3.6
Ramón Folch;CM;Elche;1;0;0;0;0;0;0;0;0;0;0;0;0
Lamine Fomba;CM;Nîmes;2175;0.04;0.1;0.09;1.24;45.5;1.36;0.04;0.45;0.83;62.5;1.65;7.73
Thomas Fontaine;CB;Lorient;320;0;0.03;0.07;0.56;25;0.28;0;0;0;0;0;3.06
José Fontán;FB;Celta Vigo;652;0;0.08;0.11;1.67;57.1;0.83;0;0.28;0.56;100;0.28;3.33
José Fonte;CB;Lille;3185;0.08;0.03;0.05;2.51;73.6;1.55;0.01;0.23;0.25;100;0.11;1.98
Fernando Forestieri;AM;Udinese;552;0.16;0.2;0.11;0.98;30;4.59;0.23;1.64;1.97;75;1.48;6.39
Pablo Fornals;AM;West Ham;2572;0.17;0.23;0.13;0.87;40.3;2.59;0.09;1.12;0.73;41.2;1.15;4.2
Emil Forsberg;W;RB Leipzig;1539;0.41;0.21;0.11;0.7;30.8;4.5;0.31;1.46;1.58;79.4;1.81;5.73
Fraser Forster;GK;Southampton;720;0;0;0;0;0;0;0;0;0;0;0;0.13
Philipp Förster;AM;Stuttgart;1509;0.18;0.2;0.16;0.71;44.4;3.93;0.15;1.85;0.89;48.4;1.01;4.64
Steven Fortes;CB;Lens;1435;0;0.01;0.05;2.64;66.7;0.31;0.01;0;0.25;66.7;0.13;3.52
Yassin Fortune;FW;Angers;15;0;0;0;0;0;0;0;0;0;0;0;5
Timothy Fosu-Mensah;FB;Manchester Utd;80;0;0;0.03;1.11;100;4.44;0.33;1.11;0;0;2.22;2.22
Timothy Fosu-Mensah;FB;Leverkusen;409;0;0.04;0.07;2.44;78.6;0.89;0.02;1.33;0.89;57.1;1.56;3.78
Daam Foulon;FB;Benevento;1021;0;0;0.02;1.06;70.6;0.44;0.03;0.53;0.44;41.7;0.35;3.45
Dimitri Foulquier;FB;Granada;2663;0;0.01;0.04;0.81;36.4;0.84;0.06;0.41;0.88;48.1;1.08;3.31
Juan Foyth;CB;Villarreal;1168;0;0.01;0.1;2.69;61.4;0.46;0.02;0.85;2;86.7;0.69;5
Gianluca Frabotta;FB;Juventus;689;0;0.03;0.05;1.69;46.4;2.34;0.16;0.65;0.65;45.5;1.04;3.38
Raphael Framberger;FB;Augsburg;1540;0;0;0.02;1.29;40.7;0.53;0.12;0.76;0.76;41.9;1.05;3.16
Tyrese Francois;CM;Fulham;15;0;0;0;0;0;0;0;0;0;0;0;5
Ryan Fraser;W;Newcastle Utd;928;0;0.09;0.07;0.49;16.1;2.52;0.2;0.97;0.39;57.1;0.78;1.84
Fred;CM;Manchester Utd;2390;0.04;0.07;0.08;0.38;41.7;0.64;0.09;0.68;0.9;75;1.28;7.52
Ryan Fredericks;FB;West Ham;569;0.16;0.05;0.1;1.43;39.1;1.75;0.19;2.06;0.32;33.3;0;2.06
Remo Freuler;CM;Atalanta;2712;0.07;0.07;0.1;0.9;48.2;1.79;0.1;1.53;1.26;76;1.33;6.25
Marco Friedl;CB;Werder Bremen;2785;0;0.02;0.08;1.33;63.1;0.16;0.02;0.29;0.26;47.1;0.45;3.2
Marvin Friedrich;CB;Union Berlin;3060;0.15;0.04;0.06;2.74;57.8;1.21;0.02;0.35;0.35;60;0.35;4.5
Jeremie Frimpong;FB;Leverkusen;436;0;0.02;0.04;1.25;33.3;3.33;0.13;1.67;3.75;50;2.71;5.83
Jorge de Frutos;W;Levante;2186;0.16;0.14;0.12;0.62;31.9;4.12;0.22;1.03;1.98;55.2;1.98;5.14
Christian Fuchs;FB;Leicester City;702;0;0.01;0.02;3.08;63.2;0.26;0;0.26;0;0;0.13;2.95
Angelo Fulgini;CM;Angers;2725;0.23;0.16;0.08;0.63;28.8;3.14;0.15;1.42;2.71;55;3.2;3.1
Niclas Füllkrug;FW;Werder Bremen;877;0.62;0.46;0.14;5.98;43;5.98;0.02;0.1;1.24;54.5;1.34;4.85
Ramiro Funes Mori;CB;Villarreal;727;0;0.15;0.31;2.96;66.7;0.62;0;0.12;0;0;0.12;1.98
Darnell Furlong;FB;West Brom;2932;0.03;0.06;0.08;3.96;63.2;1.78;0.06;0.55;0.37;44.4;0.46;2.52
Daniel Fuzato;GK;Roma;450;0;0;0;0;0;0;0;0;0;0;0;0
Baptiste Gabard;CM;Saint-Étienne;133;0;0;0;0.67;25;0;0;1.33;0.67;100;4;11.3
Matteo Gabbia;CB;Milan;557;0;0.1;0.12;3.55;73.3;1.13;0;0;0;0;0;3.39
Manolo Gabbiadini;FW;Sampdoria;870;0.31;0.3;0.1;1.03;28.6;3.09;0.19;0.93;0.52;62.5;0.62;2.89
Mijat Gaćinović;AM;Hoffenheim;822;0;0.2;0.14;0.77;38.9;2.64;0.21;0.77;0.66;30;1.54;5.6
Roberto Gagliardini;CM;Inter;1232;0.22;0.09;0.07;1.75;61.5;2.85;0.09;0.58;0.51;63.6;0.66;4.6
Riccardo Gagliolo;FB;Parma;1956;0.09;0.11;0.12;1.24;49.1;1.29;0.05;0.97;0.41;56.3;0.37;3.59
Adolfo Gaich;FW;Benevento;768;0.24;0.29;0.11;1.76;22.4;4.59;0.04;0.47;1.06;45;1.53;4.71
Andrey Galabinov;FW;Spezia;430;0.63;0.29;0.2;1.88;27.3;3.33;0.04;1.04;0.63;100;2.5;3.33
Javi Galán;FB;Huesca;3065;0.03;0.01;0.03;0.56;35.2;0.82;0.09;1.47;3.34;77.6;1.47;5.48
Conor Gallagher;CM;West Brom;2531;0.07;0.06;0.06;0.85;39.3;1.57;0.06;0.53;1.35;64.4;1.64;6.41
Enric Gallego;FW;Osasuna;806;0;0.17;0.1;9.11;55;4.11;0.08;0.56;0.33;27.3;1.33;5.11
Kévin Gameiro;FW;Valencia;1077;0.33;0.28;0.23;0.75;24.3;3;0.1;0.33;0.33;33.3;2;3.75
Idrissa Gana Gueye;CM;Paris Saint-Germain;1581;0.11;0.04;0.04;1.42;55.6;0.91;0.03;0.8;1.36;66.7;1.31;7.33
Ignatius Ganago;FW;Lens;1304;0.48;0.49;0.18;1.52;41.5;5.31;0.07;0.34;1.52;50;2.14;3.1
Aleix García;CM;Eibar;437;0;0.08;0.07;1.22;75;1.22;0.16;0.82;0.41;66.7;0.41;4.29
Borja García;AM;Huesca;1117;0.08;0.1;0.09;0.73;42.9;2.02;0.1;0.97;1.77;71;2.5;3.79
Dani García;CM;Athletic Club;1920;0;0.02;0.06;2.21;55.3;0.38;0.02;0.09;0.38;72.7;0.47;4.37
David García;CB;Osasuna;3150;0.03;0.04;0.11;4.91;76.1;0.8;0.01;0.06;0.03;100;0.03;3.69
Eric García;CB;Manchester City;383;0;0.02;0.06;0.7;33.3;0.23;0.02;0;0;0;0;3.02
Manu García;CM;Alavés;1124;0;0.06;0.07;3.52;56.4;1.04;0.02;0.16;0.16;33.3;0.88;5.76
Raúl García;GK;Valladolid;504;0.18;0.02;0.04;3.21;58.1;0.71;0.04;0.89;1.25;77.8;0.36;3.57
Raúl García;GK;Athletic Club;1743;0.26;0.21;0.09;5.67;60.4;4.23;0.07;0.93;0.41;47.1;1.13;4.9
Rubén García;W;Osasuna;2718;0.1;0.09;0.09;1.95;46.1;1.95;0.17;1.36;0.89;49.1;1.26;4.44
Sergi García;CM;Alavés;16;0;0;0;0;0;5;0;0;0;0;0;5
Unai García;CB;Osasuna;1242;0;0.04;0.12;1.3;43.9;0.72;0.01;0.14;0.29;100;0;2.32
Mario Gaspar;FB;Villarreal;1851;0;0.04;0.05;1.7;50;1.75;0.08;1.17;0.49;55.6;0.34;3.59
Manuel Gasparini;GK;Udinese;3;0;0;0;0;0;0;0;0;0;0;0;0
Dwight Gayle;FW;Newcastle Utd;514;0.18;0.35;0.13;1.23;30.4;4.56;0.09;0.35;0.18;33.3;0.53;3.86
Paulo Gazzaniga;GK;Elche;720;0;0;0;0;0;0;0.01;0.38;0;0;0;0.13
Jean-Philippe Gbamin;CM;Everton;12;0;0;0;0;0;0;0;0;0;0;10;20
Yann Gboho;W;Rennes;303;0;0.26;0.1;0.59;28.6;7.94;0.06;1.76;3.24;50;5.59;6.76
David de Gea;GK;Manchester Utd;2295;0;0;0;0;0;0;0;0;0;0;0;0
Christian Gebauer;W;Arminia;687;0.13;0.26;0.2;1.18;29;2.89;0.08;0.66;0.66;55.6;1.32;5.26
Theodor Gebre Selassie;FB;Werder Bremen;3032;0.09;0.04;0.07;2.17;51.4;1.16;0.04;0.71;0.12;36.4;0.42;4.3
Emrehan Gedikli;FW;Leverkusen;25;0;0;0;0;0;3.33;0;0;0;0;0;6.67
Dennis Geiger;CM;Hoffenheim;658;0.14;0.04;0.04;0.27;22.2;0.96;0.23;0.68;0.55;80;0.68;6.16
Christian Gentner;CM;Union Berlin;1033;0;0.03;0.05;0.96;50;0.78;0.09;0.78;0.61;63.6;0.78;6.35
Yannick Gerhardt;CM;Wolfsburg;1936;0.09;0.18;0.13;1.26;37.5;3.3;0.16;0.7;0.6;50;1.86;8.33
Valère Germain;FW;Marseille;857;0.32;0.19;0.22;4.53;47.8;2;0.01;0.21;0.21;33.3;0.63;3.79
Gervinho;W;Parma;2021;0.22;0.19;0.13;0;0;4.89;0.11;0.8;1.91;52.4;2;2.04
Willem Geubbels;W;Monaco;294;0.3;0.3;0.17;2.73;50;6.97;0.03;0.61;0;0;2.12;5.45
Hamadi Al Ghaddioui;FW;Stuttgart;46;0;0.4;0.17;2;33.3;4;0;0;0;0;0;6
Anwar El Ghazi;W;Aston Villa;1613;0.56;0.28;0.08;1.68;37.5;4.69;0.13;1.01;1.56;57.1;2.29;2.91
Paolo Ghiglione;W;Genoa;1358;0;0.04;0.06;1.13;47.2;1.59;0.13;1.26;0.4;27.3;0.4;3.71
Faouzi Ghoulam;FB;Napoli;289;0;0.03;0.03;2.19;77.8;0.63;0.13;2.5;0.94;75;0.63;2.19
Kieran Gibbs;FB;West Brom;809;0;0;0.05;1.11;45.5;0.33;0.03;0.33;0.22;66.7;0.33;2.22
Morgan Gibbs-White;CM;Wolves;414;0.22;0.22;0.11;0.43;22.2;1.96;0.13;0.65;1.52;53.8;1.3;8.04
Niko Gießelmann;FB;Union Berlin;430;0;0.02;0.02;2.71;59.1;0.83;0.06;0.83;0.42;40;0.63;4.17
Rafał Gikiewicz;GK;Augsburg;3060;0;0;0;0;0;0;0;0.03;0.03;100;0;0.09
David Gil;GK;Cádiz;360;0;0;0;0;0;0;0;0;0;0;0;0
Billy Gilmour;CM;Chelsea;261;0;0;0.04;0.69;66.7;0;0.03;0.34;0.34;33.3;1.03;6.21
Álvaro Giménez;FW;Cádiz;407;0.44;0.31;0.28;4.44;40.8;2.44;0;0.67;0;0;1.33;3.78
Daniel Ginczek;FW;Wolfsburg;215;0;0.17;0.11;6.25;62.5;5;0.13;0.83;1.25;60;1.67;5.83
Matthias Ginter;CB;Mönchengladbach;3060;0.06;0.06;0.09;2.76;61.8;1.21;0.06;0.56;0.29;76.9;0.12;2.12
Andrei Girotto;CB;Nantes;2668;0.03;0.04;0.04;2.8;61;0.88;0;0.27;0.17;62.5;0.17;4.56
Olivier Giroud;FW;Chelsea;748;0.48;0.58;0.17;2.41;37.7;5.66;0.08;0.12;0.36;60;1.08;4.22
Robert Glatzel;FW;Mainz 05;359;0.5;0.72;0.23;5.75;35.9;8.75;0.15;1.25;1.75;50;1.25;5.5
Kamil Glik;CB;Benevento;3206;0.06;0.09;0.11;2.56;65;1.4;0.03;0;0.11;66.7;0.08;3.4
Serge Gnabry;W;Bayern Munich;1644;0.55;0.44;0.13;0.33;23.1;7.76;0.25;2.3;1.97;54.5;1.58;5.03
Ben Godfrey;CB;Everton;2685;0;0.03;0.06;2.38;66.4;0.7;0.02;0.17;0.27;57.1;0.5;3.86
Diego Godín;CB;Cagliari;2508;0.04;0.03;0.07;2.97;67.5;0.93;0.02;0.11;0.5;100;0.22;3.69
Akaki Gogia;W;Union Berlin;140;0;0.06;0.07;0.63;33.3;4.38;0.25;0.63;2.5;66.7;1.88;1.88
Amer Gojak;AM;Torino;475;0.19;0.15;0.11;0.57;18.8;2.26;0.06;0.75;1.13;50;1.32;4.72
Edoardo Goldaniga;CB;Genoa;1857;0;0.02;0.06;1.55;49.2;0.83;0.05;0.58;0.24;50;0.29;3.2
Vladimir Golemić;CB;Crotone;2341;0.08;0.02;0.08;2.15;56.6;0.5;0.01;0.08;0.12;100;0.15;3.96
Pierluigi Gollini;GK;Atalanta;2156;0;0;0;0;0;0;0;0.04;0.04;100;0;0.08
Aleksandr Golovin;AM;Monaco;1069;0.42;0.24;0.1;0.92;39.3;4.79;0.4;1.68;1.51;69.2;1.85;7.82
Tomislav Gomelt;CM;Crotone;19;0;0;0;0;0;0;0;0;0;0;10;10
André Gomes;CM;Everton;1570;0;0.03;0.03;1.09;52.8;0.92;0.06;0.75;1.49;63.4;2.01;6.84
Dani Gómez;FW;Levante;1666;0.11;0.17;0.1;0.81;21.7;4.32;0.06;0.59;1.84;60.7;2.65;2.65
Ibai Gómez;W;Athletic Club;424;0;0.04;0.04;1.28;50;1.49;0.15;0.64;0.85;66.7;0.85;2.77
Joe Gomez;CB;Liverpool;590;0;0;0;3.94;53.1;0;0;0;0.61;100;0.91;2.27
Maxi Gómez;FW;Valencia;2689;0.23;0.23;0.13;3.78;52.1;2.68;0.03;0.2;0.4;57.1;1.07;1.94
Moi Gómez;W;Villarreal;2563;0.14;0.12;0.15;0.39;22.4;2.49;0.09;1.19;1.54;61.1;1.19;3.86
Papu Gómez;AM;Atalanta;666;0.54;0.3;0.08;0.27;40;2.84;0.19;4.32;2.97;73.3;1.35;2.97
Papu Gómez;AM;Sevilla;914;0.29;0.12;0.07;0.69;43.8;2.75;0.11;1.18;1.27;61.9;2.25;4.71
Sergi Gómez;CB;Sevilla;719;0;0;0.03;2.88;51.1;0.13;0;0;0;0;0;2.25
Sergio Gómez;AM;Huesca;792;0;0.07;0.06;0;0;1.25;0.14;0.57;1.7;57.7;1.36;5.57
Alfred Gomis;GK;Dijon;450;0;0;0;0;0;0;0;0;0;0;0;0.2
Alfred Gomis;GK;Rennes;1980;0;0;0;0;0;0;0;0;0;0;0;0
Maxime Gonalons;CM;Granada;1480;0;0.01;0.05;2.13;62.5;0.73;0.04;0.18;1.04;63;0.98;6.34
Vagner Gonçalves;W;Metz;967;0.37;0.26;0.15;1.12;23.5;3.18;0.12;0.75;1.4;46.9;2.34;4.39
Álvaro González;CB;Marseille;2831;0.06;0.03;0.06;1.59;57.5;0.73;0.01;0.13;0.13;100;0.16;2.06
Bruno González;CB;Valladolid;2263;0.04;0.01;0.06;2.31;57.4;0.36;0;0;0.16;80;0.04;3.11
Diego González;CB;Elche;1280;0.07;0.04;0.08;2.61;64.9;0.7;0.01;0;0.42;100;0.14;3.1
Nicolás González;W;Stuttgart;934;0.58;0.5;0.11;3.08;54.2;7.21;0.19;1.06;1.54;61.5;2.21;2.5
Sergio González;CM;Cádiz;90;0;0;0.02;2;40;2;0;0;0;0;3;4
Urko González;CB;Real Sociedad;47;0;0;0;2;50;0;0;0;0;0;0;6
Anthony Gordon;W;Everton;88;0;0;0;1;33.3;3;0;2;3;42.9;4;3
Leon Goretzka;CM;Bayern Munich;1705;0.26;0.22;0.1;2.28;67.2;3.23;0.14;1.43;0.63;63.2;0.42;5.87
Andoni Gorosabel;FB;Real Sociedad;2382;0;0.02;0.08;0.6;31.4;1.55;0.09;1.47;0.42;47.8;0.6;4.26
Robin Gosens;FB;Atalanta;2523;0.36;0.24;0.14;1.25;62.5;4.14;0.14;1.54;0.57;53.3;0.64;3.5
Amine Gouiri;FW;Nice;2747;0.39;0.36;0.15;0.66;40.8;6;0.17;1.28;1.74;50.5;2.07;2.95
Jeffrey Gouweleeuw;CB;Augsburg;2835;0.03;0.01;0.06;1.9;48.4;0.54;0.01;0.38;0.57;75;0.32;3.05
Jonathan Gradit;CB;Lens;2823;0;0;0.02;1.97;55.4;0.1;0.02;0.29;0.99;79.5;0.57;3.57
Karlan Grant;FW;West Brom;1127;0.08;0.17;0.13;1.04;17.1;3.44;0;0.48;0.96;57.1;1.6;3.28
Alberto Grassi;CM;Parma;1177;0;0.05;0.06;1.07;50;1.53;0.03;0.38;0.38;41.7;0.69;4.12
Andrew Gravillon;CB;Lorient;2272;0.04;0.04;0.07;2.5;60;0.52;0.01;0.32;0.24;75;0.16;2.42
Demarai Gray;W;Leicester City;19;0;0.5;0.09;0;0;5;0;0;0;0;5;5
Demarai Gray;W;Leverkusen;442;0.2;0.24;0.08;0;0;7.35;0.16;1.22;2.65;61.9;2.04;3.06
Adrian Grbić;FW;Lorient;961;0.37;0.32;0.11;2.8;42.3;3.93;0.05;0.19;0.56;42.9;1.4;3.08
Jack Grealish;W;Aston Villa;2185;0.25;0.18;0.09;0.99;37.5;7.28;0.35;2.96;2.51;65.6;1.93;4.12
Etienne Green;GK;Saint-Étienne;720;0;0;0;0;0;0;0;0;0;0;0;0.25
Mason Greenwood;W;Manchester Utd;1822;0.35;0.37;0.11;0.35;29.2;5.59;0.09;0.84;1.88;52.1;1.83;3.66
Michael Gregoritsch;AM;Augsburg;835;0.11;0.11;0.08;2.58;39.3;2.58;0.14;0.65;1.18;68.8;2.47;5.59
Clément Grenier;CM;Rennes;1078;0.33;0.15;0.07;0.83;47.6;2.58;0.25;1.08;0.75;52.9;1.08;3.67
Sebastian Griesbeck;CM;Union Berlin;890;0;0.04;0.11;1.52;32.6;1.01;0;0.3;0.1;25;1.31;5.56
Antoine Griezmann;AM;Barcelona;2604;0.45;0.43;0.18;0.59;50;6.92;0.19;1.25;0.87;65.8;0.83;4.6
Vincenzo Grifo;W;Freiburg;2313;0.35;0.19;0.09;0.47;37.5;3;0.24;1.4;1.36;52.2;1.44;2.3
Lennart Grill;GK;Leverkusen;360;0;0;0;0;0;0;0;0;0;0;0;0
Florian Grillitsch;CM;Hoffenheim;1879;0.1;0.1;0.1;1.53;50.8;1.39;0.08;1.48;0.91;82.6;0.91;4.88
Christian Groß;CM;Werder Bremen;1468;0;0.02;0.06;1.04;50;0.31;0.04;0.25;0.49;80;0.31;6.81
Pascal Groß;CM;Brighton;2484;0.11;0.09;0.09;0.8;31.9;2.68;0.2;1.81;0.4;55;0.8;4.06
Kamil Grosicki;W;West Brom;148;0;0.06;0.03;0;0;2.5;0.06;0.63;0.63;100;1.25;1.88
Ilia Gruev;CM;Werder Bremen;1;0;0;0;0;0;0;0;0;0;0;0;0
Carlos Gruezo;CM;Augsburg;2084;0;0.01;0.02;0.43;31.3;0.17;0.03;0.26;0.43;71.4;0.47;6.51
Vicente Guaita;GK;Crystal Palace;3330;0;0;0;0;0;0;0;0;0;0;0;0.03
Andrés Guardado;CM;Betis;1318;0.07;0.03;0.03;1.44;47.7;0.55;0.03;0.62;0.62;81.8;1.03;3.56
Sergi Guardiola;FW;Valladolid;1795;0.05;0.18;0.1;3.02;36.8;3.57;0.08;0.5;1.41;50.9;1.91;5.33
Nemanja Gudelj;CM;Sevilla;1041;0;0.02;0.02;1.81;58.3;0.17;0;0.17;0.26;75;0.26;4.66
Gonçalo Guedes;W;Valencia;2287;0.2;0.14;0.07;0.55;42.4;3.31;0.14;1.93;2.05;64.2;2.4;3.43
Mattéo Guendouzi;CM;Hertha BSC;1818;0.1;0.05;0.06;0.94;46.3;1.78;0.07;0.89;0.79;53.3;1.73;4.55
Raphaël Guerreiro;FB;Dortmund;2218;0.2;0.15;0.1;0.41;38.5;3.9;0.28;2.48;1.3;62.7;0.77;2.44
Evann Guessand;FW;Nice;29;0;0.33;0.09;6.67;100;6.67;0;0;3.33;100;0;10
Kelyan Guessoum;CB;Nîmes;1128;0;0.02;0.04;1.04;56.5;0.48;0;0.16;0.08;100;0.24;2.08
Ander Guevara;CM;Real Sociedad;2081;0.04;0.02;0.06;1.43;52.4;0.56;0.03;0.48;0.65;100;0.91;4.55
Lamine Gueye;W;Metz;1454;0.19;0.3;0.11;1.67;39.1;4.63;0.14;0.49;1.05;48.6;2.16;3.21
Pape Gueye;CM;Marseille;2058;0.09;0.06;0.08;1.83;50.6;0.52;0.06;0.39;0.52;63.2;0.87;5.15
John Guidetti;FW;Alavés;208;0.43;0.48;0.22;3.04;63.6;4.35;0;0.87;0.43;50;0.43;3.91
Josuha Guilavogui;CM;Wolfsburg;747;0;0.04;0.07;2.41;64.5;0.48;0.01;0.48;0.48;100;0.6;3.98
Frederic Guilbert;FB;Strasbourg;1114;0.08;0.05;0.04;1.53;52.8;0.56;0.1;1.21;1.77;62.9;1.21;5.97
Hugo Guillamón;CB;Valencia;1988;0.05;0.02;0.06;2.81;57.9;0.41;0;0.09;0.09;50;0.23;2.13
Bruno Guimarães;CM;Lyon;1754;0.15;0.08;0.07;0.62;60;1.33;0.09;1.64;1.08;75;0.87;7.23
Sehrou Guirassy;FW;Rennes;1764;0.51;0.37;0.14;3.32;52.8;5.87;0.16;0.31;1.38;62.8;2.19;2.4
Péter Gulácsi;GK;RB Leipzig;2970;0;0;0;0;0;0;0;0;0;0;0.03;0
Manuel Gulde;CB;Freiburg;1954;0.09;0.05;0.12;2.67;58;0.83;0;0;0.18;80;0;2.44
Robert Gumny;FB;Augsburg;1377;0.07;0.05;0.11;1.18;40.9;0.98;0.03;0.59;0.78;63.2;1.11;4.12
İlkay Gündoğan;CM;Manchester City;2029;0.58;0.33;0.14;0.62;46.7;4.09;0.2;1.56;1.33;69.8;0.62;2.89
Christian Günter;FB;Freiburg;3060;0.09;0.03;0.04;0.59;52.6;1.82;0.17;1.62;0.56;47.5;0.68;2.97
Koray Günter;CB;Hellas Verona;1768;0;0.02;0.05;4.8;63.1;0.36;0.02;0.1;0.31;100;0.05;3.62
Jon Guridi;CM;Real Sociedad;831;0;0.09;0.09;1.52;43.8;1.63;0.08;0.76;1.74;66.7;1.09;4.67
Malo Gusto;FB;Lyon;2;0;0;0;0;0;0;0;0;0;0;0;0
Raúl Guti;CM;Elche;2862;0.09;0.05;0.06;0.47;38.5;0.91;0.02;0.22;1.42;63.4;1.01;3.62
Marcos Mauro López Gutiérrez;CB;Cádiz;1825;0.1;0.07;0.25;1.87;59.4;0.39;0;0;0;0;0.05;2.32
Miguel Gutiérrez;FB;Real Madrid;316;0;0;0;1.43;50;1.43;0.06;2;1.43;45.5;0.57;4.86
Emmanuel Gyasi;W;Spezia;2851;0.13;0.21;0.22;0.85;30.3;3.6;0.13;0.91;1.17;71.2;1.61;3.91
Erling Haaland;FW;Dortmund;2407;1.01;0.77;0.23;1.39;48.1;7.12;0.2;0.64;1.05;65.1;0.86;3.93
Janik Haberer;CM;Freiburg;486;0;0.2;0.11;1.48;25;2.22;0.02;0.74;1.3;87.5;0.74;7.59
Alexander Hack;CB;Mainz 05;1370;0.07;0.02;0.04;4.21;70.3;0.99;0.03;0.13;0.46;87.5;0.26;3.82
Antwoine Hackford;FW;Sheffield Utd;11;0;1;0.14;0;0;10;0;0;0;0;0;20
Munir El Haddadi;FW;Sevilla;845;0.43;0.37;0.11;1.06;41.7;5.43;0.17;1.17;1.49;70;2.66;4.15
André Hahn;W;Augsburg;2037;0.35;0.24;0.13;3.36;39.2;3.23;0.08;0.53;0.97;52.4;1.55;4.56
Amadou Haidara;CM;RB Leipzig;1905;0.14;0.21;0.11;1.93;48.2;3.07;0.12;1.46;1.08;56.1;1.13;5.75
Massadio Haïdara;FB;Lens;2132;0.08;0.1;0.18;1.77;56.8;1.65;0.1;0.72;0.72;56.7;0.89;4.77
Achraf Hakimi;W;Inter;2665;0.24;0.16;0.12;0.44;31;4.63;0.23;1.69;1.22;53.7;1.11;4.9
Sébastien Haller;FW;West Ham;937;0.29;0.28;0.12;5.87;43.9;5.19;0.12;0.48;0.77;57.1;1.83;4.04
Marcel Halstenberg;FB;RB Leipzig;1651;0.11;0.06;0.09;2.84;67.5;1.69;0.14;1.09;0.93;73.9;0.71;4.64
Pierre-Yves Hamel;FW;Lorient;849;0.43;0.37;0.15;4.47;48.3;3.19;0.06;0.53;0.32;60;2.34;5.32
Romain Hamouma;FW;Saint-Étienne;1769;0.3;0.21;0.13;1.27;32.9;4.82;0.16;0.76;1.88;42;2.44;4.87
Samir Handanović;GK;Inter;3240;0;0;0;0;0;0;0;0;0;0;0;0.03
Lukáš Haraslín;W;Sassuolo;333;0;0.24;0.08;1.08;66.7;6.22;0.24;2.16;1.89;53.8;2.16;4.05
Amine Harit;AM;Schalke 04;2101;0.09;0.06;0.06;0.26;18.8;2.79;0.21;1.55;4.12;69.1;2.92;4.55
Rekeem Harper;CM;West Brom;32;0;0;0.04;0;0;0;0;0;2.5;100;0;0
Jack Harrison;W;Leeds United;2847;0.25;0.21;0.14;0.95;42.3;3.77;0.22;2.06;1.46;59;2.12;5.54
Marcel Hartel;AM;Arminia;1681;0;0.06;0.06;0.86;42.1;1.44;0.06;0.91;1.12;52.5;0.91;5.24
Makoto Hasebe;CM;Eintracht Frankfurt;2288;0;0.01;0.09;1.61;54.7;0.12;0.01;0.55;0.24;60;0.63;4.8
Hans Hateboer;FB;Atalanta;1762;0.1;0.16;0.12;1.43;59.6;3.32;0.08;1.17;0.26;38.5;1.02;3.47
Kortney Hause;CB;Aston Villa;630;0.14;0.17;0.24;6.71;77;1.57;0;0;0;0;0;2
Kai Havertz;AM;Chelsea;1520;0.24;0.37;0.18;1.48;47.2;5.38;0.09;1.12;1.3;47.8;2.25;3.49
Isaac Hayden;CM;Newcastle Utd;1942;0;0.02;0.04;2.55;59.8;0.6;0.02;0.14;0.46;55.6;0.79;4.68
Eden Hazard;W;Real Madrid;532;0.51;0.27;0.16;0.51;37.5;5.08;0.14;1.02;2.88;70.8;1.86;0.85
Thorgan Hazard;W;Dortmund;654;0.14;0.08;0.06;0.27;13.3;2.74;0.38;2.19;1.1;57.1;1.1;5.75
Jonas Hector;CM;Köln;1290;0.21;0.24;0.13;3.01;50;2.87;0.11;0.98;0.42;50;0.91;5.38
Michael Hector;CB;Fulham;263;0;0.03;0.09;1.72;62.5;0.34;0;0.34;0.69;100;0;3.79
Hwang Hee-chan;FW;RB Leipzig;460;0;0.31;0.16;0.98;31.3;6.47;0.18;0.2;2.16;55;2.75;8.24
Ahmed Hegazi;CB;West Brom;90;0;0;0;8;72.7;0;0;0;0;0;0;4
Dominique Heintz;CB;Freiburg;1369;0;0.02;0.06;1.78;62.8;0.33;0.03;0.26;0.53;88.9;0.26;3.75
Dean Henderson;GK;Manchester Utd;1125;0;0;0;0;0;0;0;0;0;0;0;0.08
Jordan Henderson;CM;Liverpool;1704;0.05;0.09;0.12;0.74;70;0.79;0.07;1.59;0.37;53.8;0.16;3.17
Jeff Hendrick;CM;Newcastle Utd;1422;0.13;0.07;0.1;0.95;34.1;1.08;0.04;0.32;0.63;55.6;0.95;3.04
Benjamin Henrichs;FB;RB Leipzig;540;0;0.03;0.05;1;54.5;2.67;0.1;0.67;0.33;100;0.67;5.33
Dalbert Henrique;FB;Rennes;373;0;0.02;0.04;1.46;60;1.71;0.12;0.24;0.24;33.3;0.98;5.12
Eduardo Henrique;CM;Crotone;924;0.1;0.12;0.15;1.17;40;1.17;0.01;0.39;0.97;71.4;1.36;3.11
